Term|Code|Preferred|PreferredTerm|Kind
metastase desmoplastisch melanoom|M87456|V|metastase desmoplastisch melanoom|2
metastase desmoplastisch mesothelioom|M90516||metastase sarcomatoid mesothelioom|2
metastase desmoplastische myxoide tumor van de pinealis regio|M93986|V|metastase desmoplastische myxoide tumor van de pinealis regio|2
metastase desmoplastische small round cell tumor|M88066|V|metastase desmoplastische small round cell tumor|2
metastase diffuse leptomeningeale glioneuronale tumor|M95096|V|metastase diffuse leptomeningeale glioneuronale tumor|2
metastase diffuus astrocytoom|M94006||metastase astrocytoom|2
metastase diffuus hooggradig glioom|M93856||metastase diffuus midline glioom|2
metastase diffuus laaggradig glioom|M94216||metastase pilocytair astrocytoom|2
metastase diffuus midline glioom|M93856|V|metastase diffuus midline glioom|2
metastase diffuus type adenocarcinoom|M81456|V|metastase diffuus type adenocarcinoom|2
metastase digitaal papillair adenocarcinoom|M84086|V|metastase digitaal papillair adenocarcinoom|2
metastase dooierzak tumor|M90716|V|metastase dooierzak tumor|2
metastase ductaal adenocarcinoom|M85006||metastase invasief carcinoom nst|2
metastase ductaal carcinoom|M85006||metastase invasief carcinoom nst|2
metastase ductaal carcinoom infiltrerend|M85006||metastase invasief carcinoom nst|2
metastase dysgerminoom|M90606|V|metastase dysgerminoom|2
metastase ectomesenchymoom|M89216|V|metastase ectomesenchymoom|2
metastase embryonaal carcinoom|M90706|V|metastase embryonaal carcinoom|2
metastase embryonaal rabdomyosarcoom|M89106||metastase embryonaal rhabdomyosarcoom|2
metastase embryonaal rhabdomyosarcoom|M89106|V|metastase embryonaal rhabdomyosarcoom|2
metastase embryonaalcelcarcinoom|M90706||metastase embryonaal carcinoom|2
metastase embryonale tumor|M94796|V|metastase embryonale tumor|2
metastase embryonale tumor met meerlagige rozetten|M94786|V|metastase embryonale tumor met meerlagige rozetten|2
metastase endocrien slijmvormend zweetkliercarcinoom|M84836|V|metastase endocrien slijmvormend zweetkliercarcinoom|2
metastase endodermale sinus tumor|M90716||metastase dooierzak tumor|2
metastase endometrioid adenocarcinofibroom|M83816|V|metastase endometrioid adenocarcinofibroom|2
metastase endometrioid adenocarcinoom|M83806||metastase endometrioid carcinoom|2
metastase endometrioid carcinoom|M83806|V|metastase endometrioid carcinoom|2
metastase endometriumstromacelsarcoom|M89306||metastase hooggradig endometriumstromasarcoom|2
metastase endometriumstromasarcoom|M89306||metastase hooggradig endometriumstromasarcoom|2
metastase ependymoom|M93916|V|metastase ependymoom|2
metastase epitheliaal-myoepitheliaal carcinoom|M89836|V|metastase epitheliaal-myoepitheliaal carcinoom|2
metastase epithelioid angiosarcoom|M91256|V|metastase epithelioid angiosarcoom|2
metastase epithelioid glioblastoom|M94456|V|metastase epithelioid glioblastoom|2
metastase epithelioid hemangioendothelioom|M91336|V|metastase epithelioid hemangioendothelioom|2
metastase epithelioid leiomyosarcoom|M88916|V|metastase epithelioid leiomyosarcoom|2
metastase epithelioid mesothelioom|M90526|V|metastase epithelioid mesothelioom|2
metastase epithelioidcel sarcoom|M88046|V|metastase epithelioidcel sarcoom|2
metastase epithelioide maligne perifere zenuwschede tumor|M95616|V|metastase epithelioide maligne perifere zenuwschede tumor|2
metastase epithelioide trofoblastaire tumor|M91056|V|metastase epithelioide trofoblastaire tumor|2
metastase ewing|M93646|V|metastase ewing|2
metastase ewing sarcoom|M93646||metastase ewing|2
metastase feochromocytoom|M87006|V|metastase feochromocytoom|2
metastase fibrillair astrocytoom|M94206|V|metastase fibrillair astrocytoom|2
metastase fibroblastair osteosarcoom|M91826|V|metastase fibroblastair osteosarcoom|2
metastase fibrosarcomateus dermatofibrosarcoma protuberans|M88326|V|metastase fibrosarcomateus dermatofibrosarcoma protuberans|2
metastase fibrosarcoom|M88106|V|metastase fibrosarcoom|2
metastase foetaal adenocarcinoom|M83336|V|metastase foetaal adenocarcinoom|2
metastase folliculair adenocarcinoom|M83306|V|metastase folliculair adenocarcinoom|2
metastase folliculair carcinoom|M83306||metastase folliculair adenocarcinoom|2
metastase folliculair dendritisch cel sarcoom|M88096|V|metastase folliculair dendritisch cel sarcoom|2
metastase galgangcarcinoom|M81606||metastase cholangiocarcinoom|2
metastase ganglioneuroblastoom|M94906|V|metastase ganglioneuroblastoom|2
metastase gastrinoom|M81536|V|metastase gastrinoom|2
metastase gastrointestinale stroma tumor|M88956||metastase gastrointestinale stromaceltumor|2
metastase gastrointestinale stromaceltumor|M88956|V|metastase gastrointestinale stromaceltumor|2
metastase gededifferentieerd chondrosarcoom|M92326|V|metastase gededifferentieerd chondrosarcoom|2
metastase gededifferentieerd liposarcoom|M88586|V|metastase gededifferentieerd liposarcoom|2
metastase gemistocytair astrocytoom|M94116|V|metastase gemistocytair astrocytoom|2
metastase germinoom|M90646||metastase kiemcel tumor|2
metastase glioblastoma multiforme|M94406||metastase glioblastoom|2
metastase glioblastoom|M94406|V|metastase glioblastoom|2
metastase gliosarcoom|M94426|V|metastase gliosarcoom|2
metastase glomangiosarcoom|M87116||metastase maligne glomustumor|2
metastase glucagonoom|M81526|V|metastase glucagonoom|2
metastase glycogeenrijk carcinoom|M85156|V|metastase glycogeenrijk carcinoom|2
metastase gobletcel carcinoid|M82436||metastase gobletcel carcinoom|2
metastase gobletcel carcinoom|M82436|V|metastase gobletcel carcinoom|2
metastase goed gedifferentieerd liposarcoom|M88516|V|metastase goed gedifferentieerd liposarcoom|2
metastase granulosaceltumor|M86206|V|metastase granulosaceltumor|2
metastase grawitz|M83126||metastase heldercellig niercelcarcinoom|2
metastase grawitztumor|M83126||metastase heldercellig niercelcarcinoom|2
metastase grootcellig anaplastisch carcinoom|M80126||metastase grootcellig carcinoom|2
metastase grootcellig carcinoom|M80126|V|metastase grootcellig carcinoom|2
metastase grootcellig neuroendocrien carcinoom|M82476|V|metastase grootcellig neuroendocrien carcinoom|2
metastase heldercellig niercelcarcinoom|M83126|V|metastase heldercellig niercelcarcinoom|2
metastase heldercellig papillair niercelcarcinoom|M83236|V|metastase heldercellig papillair niercelcarcinoom|2
metastase heldercellig plaveiselcelcarcinoom|M80846|V|metastase heldercellig plaveiselcelcarcinoom|2
metastase hemangiopericytoom graad 3|M88156|V|metastase hemangiopericytoom graad 3|2
metastase hemisferisch glioom|M93856||metastase diffuus midline glioom|2
metastase hepatoblastoom|M89706|V|metastase hepatoblastoom|2
metastase hepatocellulair carcinoom|M81706|V|metastase hepatocellulair carcinoom|2
metastase hepatoid adenocarcinoom|M85766|V|metastase hepatoid adenocarcinoom|2
metastase hidradenocarcinoom|M84096|V|metastase hidradenocarcinoom|2
metastase hooggradig astrocytoom met piloide kenmerken|M94216||metastase pilocytair astrocytoom|2
metastase hooggradig endometriumstromasarcoom|M89306|V|metastase hooggradig endometriumstromasarcoom|2
metastase hooggradig sereus carcinoom|M84616|V|metastase hooggradig sereus carcinoom|2
metastase hpv geassocieerd plaveiselcelcarcinoom|M80856|V|metastase hpv geassocieerd plaveiselcelcarcinoom|2
metastase huidadnexcarcinoom|M83906|V|metastase huidadnexcarcinoom|2
metastase hurthlecelcarcinoom|M82906||metastase oncocytair carcinoom|2
metastase hyaliniserend clear cell carcinoom|M83146|V|metastase hyaliniserend clear cell carcinoom|2
metastase hypofysair blastoom|M82736|V|metastase hypofysair blastoom|2
metastase immatuur teratoom|M90806|V|metastase immatuur teratoom|2
metastase infiltrerend cribriform carcinoom|M82016|V|metastase infiltrerend cribriform carcinoom|2
metastase infiltrerend ductaal carcinoom|M85006||metastase invasief carcinoom nst|2
metastase infiltrerend lobulair carcinoom|M85206||metastase lobulair carcinoom|2
metastase infiltrerend solide papillair carcinoom|M85096|V|metastase infiltrerend solide papillair carcinoom|2
metastase inflammatoir carcinoom|M85306|V|metastase inflammatoir carcinoom|2
metastase inflammatoir liposarcoom|M88596|V|metastase inflammatoir liposarcoom|2
metastase inflammatoir maligne fibreus histiocytoom|M88366|V|metastase inflammatoir maligne fibreus histiocytoom|2
metastase insulinoom|M81516|V|metastase insulinoom|2
metastase interdigiterend dendritisch cel sarcoom|M88086|V|metastase interdigiterend dendritisch cel sarcoom|2
metastase intestinaal type adenocarcinoom|M81446|V|metastase intestinaal type adenocarcinoom|2
metastase intra-abdominaal desmoplastisch kleincellig sarcoom|M88066||metastase desmoplastische small round cell tumor|2
metastase invasief carcinoom nst|M85006|V|metastase invasief carcinoom nst|2
metastase juveniel fibrosarcoom|M88146|V|metastase juveniel fibrosarcoom|2
metastase juxtacorticaal chondrosarcoom|M92216|V|metastase juxtacorticaal chondrosarcoom|2
metastase juxtacorticaal osteosarcoom|M91896|V|metastase juxtacorticaal osteosarcoom|2
metastase kaposi sarcoom|M91406|V|metastase kaposi sarcoom|2
metastase kiemcel tumor|M90646|V|metastase kiemcel tumor|2
metastase kleincellig anaplastisch carcinoom|M80416||metastase kleincellig carcinoom|2
metastase kleincellig carcinoom|M80416|V|metastase kleincellig carcinoom|2
metastase kleincellig carcinoom hypercalcemisch type|M80446|V|metastase kleincellig carcinoom hypercalcemisch type|2
metastase kleincellig neuroendocrien carcinoom|M80416||metastase kleincellig carcinoom|2
metastase kleincellig osteosarcoom|M91856|V|metastase kleincellig osteosarcoom|2
metastase kleincellig sarcoom|M88036||metastase rondcellig sarcoom|2
metastase laaggradig endometriumstromasarcoom|M89316|V|metastase laaggradig endometriumstromasarcoom|2
metastase laaggradig fibromyxoid sarcoom|M88116|V|metastase laaggradig fibromyxoid sarcoom|2
metastase laaggradig myofibroblastair sarcoom|M88256|V|metastase laaggradig myofibroblastair sarcoom|2
metastase laaggradig papillair adenocarcinoom|M82646|V|metastase laaggradig papillair adenocarcinoom|2
metastase laaggradig sereus carcinoom|M84606|V|metastase laaggradig sereus carcinoom|2
metastase leiomyosarcoom|M88906|V|metastase leiomyosarcoom|2
metastase lentigo maligna melanoom|M87426|V|metastase lentigo maligna melanoom|2
metastase lepidisch adenocarcinoom|M82506|V|metastase lepidisch adenocarcinoom|2
metastase lepidisch carcinoom|M82506||metastase lepidisch adenocarcinoom|2
metastase linitis plastica|M84906T63000|V|metastase linitis plastica|6
metastase lipid-rich carcinoom|M85146|V|metastase lipid-rich carcinoom|2
metastase liposarcoom|M88506|V|metastase liposarcoom|2
metastase liposarcoom gemengd type|M88556|V|metastase liposarcoom gemengd type|2
metastase liposarcoom inflammatoire type|M88596||metastase inflammatoir liposarcoom|2
metastase lobulair carcinoom|M85206|V|metastase lobulair carcinoom|2
metastase lobulair carcinoom infiltrerend|M85206||metastase lobulair carcinoom|2
metastase lymfangiosarcoom|M91706|V|metastase lymfangiosarcoom|2
metastase lymfoepitheliaal carcinoom|M80826|V|metastase lymfoepitheliaal carcinoom|2
metastase lymfoepithelioom like carcinoom|M80826||metastase lymfoepitheliaal carcinoom|2
metastase maligne adenofibroom|M90146|V|metastase maligne adenofibroom|2
metastase maligne ameloblastoom|M93106|V|metastase maligne ameloblastoom|2
metastase maligne androblastoom|M86326|V|metastase maligne androblastoom|2
metastase maligne blauwe naevus|M87806|V|metastase maligne blauwe naevus|2
metastase maligne brennertumor|M90006|V|metastase maligne brennertumor|2
metastase maligne chondroblastoom|M92306|V|metastase maligne chondroblastoom|2
metastase maligne eccrien poroom|M84026||metastase porocarcinoom|2
metastase maligne epitheliale tumor|M80106||metastase carcinoom|2
metastase maligne epithelioid hemangioendothelioom|M91336||metastase epithelioid hemangioendothelioom|2
metastase maligne epithelioom|M80116|V|metastase maligne epithelioom|2
metastase maligne feochromocytoom|M87006||metastase feochromocytoom|2
metastase maligne fibreus histiocytoom|M88026||metastase ongedifferentieerd pleiomorf sarcoom|2
metastase maligne fosfaturische mesenchymale tumor|M89926|V|metastase maligne fosfaturische mesenchymale tumor|2
metastase maligne glomustumor|M87116|V|metastase maligne glomustumor|2
metastase maligne granulaircel tumor|M95806|V|metastase maligne granulaircel tumor|2
metastase maligne hemangioendothelioom|M91306|V|metastase maligne hemangioendothelioom|2
metastase maligne hemangiopericytoom|M88156||metastase hemangiopericytoom graad 3|2
metastase maligne leydigceltumor|M86506|V|metastase maligne leydigceltumor|2
metastase maligne melanoom|M87206||metastase melanoom|2
metastase maligne mengtumor|M89416|V|metastase maligne mengtumor|2
metastase maligne meningeoom|M95306||metastase anaplastisch meningeoom|2
metastase maligne mesenchymale tumor|M88006||metastase sarcoom|2
metastase maligne mesenchymoom|M89906|V|metastase maligne mesenchymoom|2
metastase maligne mesothelioom|M90506||metastase mesothelioom|2
metastase maligne mixed mullerian tumor|M89806||metastase carcinosarcoom|2
metastase maligne mucineus cystadenofibroom|M90156|V|metastase maligne mucineus cystadenofibroom|2
metastase maligne myoepithelioom|M89826||metastase myoepitheliaal carcinoom|2
metastase maligne odontogene tumor|M92706|V|metastase maligne odontogene tumor|2
metastase maligne oncocytoom|M82906||metastase oncocytair carcinoom|2
metastase maligne ossificerende fibromyxoide tumor|M95746||metastase ossificerende fibromyxoide tumor|2
metastase maligne paraganglioom|M86806||metastase paraganglioom|2
metastase maligne pecoom|M87146|V|metastase maligne pecoom|2
metastase maligne perifere zenuwschede tumor|M95606|V|metastase maligne perifere zenuwschede tumor|2
metastase maligne perineurioom|M95716|V|metastase maligne perineurioom|2
metastase maligne phyllodes tumor|M90206|V|metastase maligne phyllodes tumor|2
metastase maligne primitieve neuroectodermale tumor|M94736|V|metastase maligne primitieve neuroectodermale tumor|2
metastase maligne rabdoid tumor|M89636||metastase rhabdoid tumor|2
metastase maligne reusceltumor bot|M92506|V|metastase maligne reusceltumor bot|2
metastase maligne reusceltumor weke delen|M92516|V|metastase maligne reusceltumor weke delen|2
metastase maligne sertoli leydigceltumor|M86316|V|metastase maligne sertoli leydigceltumor|2
metastase maligne sertoliceltumor|M86406|V|metastase maligne sertoliceltumor|2
metastase maligne spitz tumor|M87706|V|metastase maligne spitz tumor|2
metastase maligne steroidcel tumor|M86706|V|metastase maligne steroidcel tumor|2
metastase maligne thecoom|M86006|V|metastase maligne thecoom|2
metastase maligne triton tumor|M95626|V|metastase maligne triton tumor|2
metastase maligne tumor|M80006|V|metastase maligne tumor|2
metastase maligne tumor grootcellig type|M80036|V|metastase maligne tumor grootcellig type|2
metastase maligne tumor kleincellig type|M80026|V|metastase maligne tumor kleincellig type|2
metastase maligne tumor spoelcellig type|M80046|V|metastase maligne tumor spoelcellig type|2
metastase maligne type reusceltumor peesschede|M92526|V|metastase maligne type reusceltumor peesschede|2
metastase medullair carcinoom|M85106|V|metastase medullair carcinoom|2
metastase medulloblastoom|M94706|V|metastase medulloblastoom|2
metastase medulloepithelioom|M95016|V|metastase medulloepithelioom|2
metastase medullomyoblastoom|M94726|V|metastase medullomyoblastoom|2
metastase melanoom|M87206|V|metastase melanoom|2
metastase melanotisch medulloblastoom|M94716|V|metastase melanotisch medulloblastoom|2
metastase melanotische maligne perifere zenuwschede tumor|M95646|V|metastase melanotische maligne perifere zenuwschede tumor|2
metastase melanotische neuroectodermale tumor kinderleeftijd|M93656|V|metastase melanotische neuroectodermale tumor kinderleeftijd|2
metastase merkelcel tumor|M80426||metastase merkelcelcarcinoom|2
metastase merkelcelcarcinoom|M80426|V|metastase merkelcelcarcinoom|2
metastase mesenchymaal chondrosarcoom|M92406|V|metastase mesenchymaal chondrosarcoom|2
metastase mesonefrisch adenocarcinoom|M91106|V|metastase mesonefrisch adenocarcinoom|2
metastase mesonefrisch carcinoom|M91106||metastase mesonefrisch adenocarcinoom|2
metastase mesonephric-like adenocarcinoma|M91116|V|metastase mesonephric-like adenocarcinoma|2
metastase mesothelioom|M90506|V|metastase mesothelioom|2
metastase mesothelioom epithelioid|M90526||metastase epithelioid mesothelioom|2
metastase metaplastisch carcinoom|M89566|V|metastase metaplastisch carcinoom|2
metastase metaplastisch thymoom|M85806||metastase thymoom|2
metastase metastaserend leiomyoom|M88986|V|metastase metastaserend leiomyoom|2
metastase metatypisch carcinoom|M80946||metastase basosquameus carcinoom|2
metastase microcysteus huidadnexcarcinoom|M84076|V|metastase microcysteus huidadnexcarcinoom|2
metastase micropapillair carcinoom|M82656|V|metastase micropapillair carcinoom|2
metastase mixed mullerian tumor|M89806||metastase carcinosarcoom|2
metastase mixed mullerian tumor heteroloog|M89806||metastase carcinosarcoom|2
metastase moleculair gedefinieerd niercelcarcinoom|M83116|V|metastase moleculair gedefinieerd niercelcarcinoom|2
metastase mucineus adenocarcinoom|M84806||metastase mucineus carcinoom|2
metastase mucineus carcinoom|M84806|V|metastase mucineus carcinoom|2
